TDS,pH,Hardness,Turbidity,Litres_Processed,Days_Used,Cleaning_Frequency,Water_Source,Temperature,Fouling_Risk_Score,Operational_Risk_Category,Estimated_Membrane_Life_Months,Purifier_Recommendation,Cleaning_Frequency_Encoded,Water_Source_Encoded,Risk_Category_Encoded
930,7.0,545,1.6,6976,1422,Regular,Tank Water,29,1820.6499999999999,Low Risk,31.606,UF + UV Purifier,2,3,1
2020,6.4,430,2.8,3648,530,Regular,Borewell,33,1862.6999999999998,Low Risk,33.068,RO + UV Purifier,2,0,1
154,6.3,355,11.8,3859,399,Moderate,Borewell,18,1287.6,Low Risk,33.2495,UV Purifier,0,0,1
899,6.1,791,18.6,1504,1435,Regular,Borewell,44,1775.05,Low Risk,28.722999999999995,UF + UV Purifier,2,0,1
877,8.0,869,10.2,5217,1139,Regular,River,32,2020.1,Low Risk,27.947500000000005,UF + UV Purifier,2,2,1
1581,8.6,722,16.9,3771,816,Moderate,Borewell,24,2357.05,Low Risk,24.572499999999998,RO + UV Purifier,0,0,1
2001,7.8,562,9.2,709,768,Rare,Borewell,34,1727.75,Low Risk,33.1655,RO + UV Purifier,1,0,1
2309,6.1,797,14.3,9579,979,Rare,Tank Water,20,3522.0,High Risk,14.936499999999999,RO + UV Purifier,1,3,0
2234,8.7,998,14.8,6039,1378,Rare,Municipal,28,3063.95,Medium Risk,19.3675,RO + UV Purifier,1,1,2
154,8.0,237,3.9,653,551,Moderate,Municipal,23,437.59999999999997,Low Risk,43.2705,UV Purifier,0,1,1
1923,7.1,979,7.5,4093,518,Moderate,River,23,2316.0,Low Risk,27.675500000000007,RO + UV Purifier,0,2,1
1301,8.2,565,12.9,9106,426,Rare,River,32,2786.6499999999996,Medium Risk,20.438000000000002,RO + UV Purifier,1,2,2
932,6.5,962,1.9,1784,925,Regular,Municipal,24,1242.5,Low Risk,37.54,UF + UV Purifier,2,1,1
412,6.9,693,7.6,3648,384,Rare,Municipal,28,1369.05,Low Risk,33.96,UF + UV Purifier,1,1,1
1958,9.2,476,10.9,1268,976,Moderate,Borewell,44,1819.4,Low Risk,31.779999999999994,RO + UV Purifier,0,0,1
2107,6.7,551,19.9,9674,317,Regular,Tank Water,34,3548.5499999999997,High Risk,13.024000000000003,RO + UV Purifier,2,3,0
2106,7.4,779,9.8,6107,1027,Regular,Borewell,40,2711.6,Medium Risk,23.5255,RO + UV Purifier,2,0,2
1890,9.1,309,16.4,3702,565,Moderate,River,35,2295.35,Low Risk,25.701000000000004,RO + UV Purifier,0,2,1
427,8.3,562,8.9,3287,1344,Regular,Municipal,39,1315.4499999999998,Low Risk,34.2005,UF + UV Purifier,2,1,1
1387,5.7,120,16.0,2710,880,Rare,River,41,1794.0,Low Risk,29.694,RO + UV Purifier,1,2,1
2243,6.1,527,12.1,9730,867,Moderate,Borewell,38,3302.15,High Risk,17.308000000000007,RO + UV Purifier,0,0,0
1211,5.5,227,17.8,7899,197,Moderate,River,43,2604.5,Medium Risk,20.930499999999995,RO + UV Purifier,0,2,2
1411,8.0,506,8.5,6838,979,Moderate,River,36,2298.9,Low Risk,26.386000000000003,RO + UV Purifier,0,2,1
551,7.3,238,12.3,9233,650,Moderate,Tank Water,44,2259.55,Low Risk,24.1655,UF + UV Purifier,0,3,1
1623,6.0,340,12.8,858,457,Regular,River,25,1605.2,Low Risk,32.804,RO + UV Purifier,2,2,1
264,9.3,569,8.6,1349,519,Moderate,Borewell,41,934.4,Low Risk,37.7485,UV Purifier,0,0,1
281,7.6,814,3.3,7998,384,Moderate,Tank Water,37,1838.5,Low Risk,29.924,UV Purifier,0,3,1
1009,6.5,969,2.3,5022,225,Regular,River,25,1785.85,Low Risk,32.184,UF + UV Purifier,2,2,1
922,7.5,341,0.8,3044,574,Moderate,Borewell,38,1103.05,Low Risk,38.824000000000005,UF + UV Purifier,0,0,1
1043,8.2,995,17.5,2331,746,Regular,Municipal,28,2018.9,Low Risk,26.894500000000004,UF + UV Purifier,2,1,1
2101,5.8,805,5.1,1972,853,Regular,Tank Water,38,1912.55,Low Risk,32.459,RO + UV Purifier,2,3,1
2154,6.6,684,4.6,829,961,Moderate,River,20,1693.1499999999999,Low Risk,34.798500000000004,RO + UV Purifier,0,2,1
429,8.7,860,14.9,6351,1032,Rare,River,40,2150.15,Low Risk,24.806500000000007,UF + UV Purifier,1,2,1
874,7.3,332,6.7,7532,688,Moderate,Tank Water,44,1984.1999999999998,Low Risk,28.732,UF + UV Purifier,0,3,1
2298,7.7,593,10.4,5766,968,Rare,Borewell,31,2696.75,Medium Risk,23.845,RO + UV Purifier,1,0,2
246,7.2,895,3.7,4854,809,Regular,River,44,1401.85,Low Risk,34.181000000000004,UV Purifier,2,2,1
1014,5.7,426,19.2,6935,40,Rare,Borewell,26,2506.95,Medium Risk,21.3315,UF + UV Purifier,1,0,2
1671,6.2,707,17.1,8478,1309,Moderate,Tank Water,42,3109.3500000000004,Medium Risk,17.182000000000002,RO + UV Purifier,0,3,2
1408,7.3,205,17.3,4738,425,Moderate,River,18,2198.95,Low Risk,25.468999999999994,RO + UV Purifier,0,2,1
181,6.3,557,8.4,6612,760,Rare,Municipal,18,1668.9499999999998,Low Risk,30.271,UV Purifier,1,1,1
613,5.7,462,15.4,5222,438,Moderate,Municipal,43,1913.7,Low Risk,27.240000000000002,UF + UV Purifier,0,1,1
2020,8.9,577,3.3,1888,391,Rare,Municipal,29,1684.8500000000001,Low Risk,34.82,RO + UV Purifier,1,1,1
2039,9.4,404,0.7,4685,1312,Regular,Tank Water,28,1932.05,Low Risk,32.819500000000005,RO + UV Purifier,2,3,1
845,8.7,608,0.9,9411,1056,Rare,River,38,2143.75,Low Risk,28.3765,UF + UV Purifier,1,2,1
1509,8.9,812,11.9,3735,113,Rare,Tank Water,18,2156.15,Low Risk,27.4825,RO + UV Purifier,1,3,1
806,6.5,236,9.4,5076,185,Rare,River,37,1646.6,Low Risk,31.383999999999997,UF + UV Purifier,1,2,1
570,9.3,80,10.6,1600,1229,Rare,Municipal,29,985.0,Low Risk,37.21,UF + UV Purifier,1,1,1
495,6.3,309,0.6,9364,736,Regular,Municipal,34,1815.1499999999999,Low Risk,30.873000000000005,UF + UV Purifier,2,1,1
1655,9.3,470,8.7,9208,501,Regular,Borewell,32,2768.2,Medium Risk,22.122999999999994,RO + UV Purifier,2,0,2
2408,9.5,578,14.5,3032,648,Regular,Tank Water,19,2498.9,Low Risk,25.216,RO + UV Purifier,2,3,1
904,8.3,600,9.1,8270,1477,Rare,Tank Water,35,2326.5,Low Risk,25.022999999999996,UF + UV Purifier,1,3,1
1033,9.4,353,14.8,4170,163,Regular,Borewell,33,1892.85,Low Risk,28.353999999999996,UF + UV Purifier,2,0,1
1379,7.8,991,5.0,1281,817,Moderate,Municipal,21,1527.6000000000001,Low Risk,34.9775,RO + UV Purifier,0,1,1
1857,6.5,993,16.4,4023,936,Regular,Municipal,25,2634.7999999999997,Medium Risk,22.582500000000003,RO + UV Purifier,2,1,2
1004,7.2,88,12.0,6631,893,Rare,Tank Water,19,2016.25,Low Risk,27.489500000000007,UF + UV Purifier,1,3,1
1176,7.9,538,4.6,5282,1433,Moderate,River,31,1806.4,Low Risk,31.637,UF + UV Purifier,0,2,1
1990,5.8,693,5.1,5495,696,Rare,Municipal,42,2335.1,Low Risk,27.9555,RO + UV Purifier,1,1,1
1623,8.0,591,12.7,2001,306,Moderate,Borewell,32,1885.6,Low Risk,30.145500000000006,RO + UV Purifier,0,0,1
1487,9.4,719,16.7,3580,1289,Rare,Borewell,26,2272.05,Low Risk,25.273000000000003,RO + UV Purifier,1,0,1
1403,6.3,327,8.6,9768,911,Rare,Borewell,19,2657.8500000000004,Medium Risk,22.671,RO + UV Purifier,1,0,2
692,8.7,252,5.5,9792,42,Moderate,Tank Water,34,2148.2,Low Risk,26.927999999999997,UF + UV Purifier,0,3,1
2206,9.1,115,17.4,1002,371,Regular,Tank Water,43,2001.05,Low Risk,28.979,RO + UV Purifier,2,3,1
227,9.3,157,13.6,4385,64,Moderate,Tank Water,27,1385.9,Low Risk,31.953500000000005,UV Purifier,0,3,1
835,9.3,317,9.2,8509,588,Moderate,Tank Water,26,2204.5,Low Risk,25.943499999999993,UF + UV Purifier,0,3,1
620,7.6,271,10.0,1123,1267,Moderate,Borewell,19,1000.4000000000001,Low Risk,37.3715,UF + UV Purifier,0,0,1
336,9.4,853,4.5,1550,1465,Moderate,Borewell,41,964.35,Low Risk,38.55499999999999,UF + UV Purifier,0,0,1
1404,8.5,579,12.7,7885,434,Moderate,Tank Water,36,2653.3,Medium Risk,22.024499999999996,RO + UV Purifier,0,3,2
1881,6.1,139,7.5,6581,687,Rare,Tank Water,34,2290.2,Low Risk,27.4295,RO + UV Purifier,1,3,1
1401,7.4,742,19.9,5984,188,Rare,Borewell,28,2728.0,Medium Risk,19.912999999999997,RO + UV Purifier,1,0,2
2151,8.4,304,9.9,4272,985,Regular,Tank Water,34,2249.1,Low Risk,27.982999999999997,RO + UV Purifier,2,3,1
541,6.5,504,10.0,4416,1163,Regular,Tank Water,27,1559.6999999999998,Low Risk,31.737000000000002,UF + UV Purifier,2,3,1
2176,8.1,302,11.5,4518,578,Moderate,Tank Water,35,2361.6,Low Risk,26.587000000000003,RO + UV Purifier,0,3,1
904,8.2,306,18.4,1829,1014,Regular,Tank Water,40,1600.05,Low Risk,30.2805,UF + UV Purifier,2,3,1
174,6.2,432,16.1,4614,1400,Regular,Municipal,23,1617.5,Low Risk,29.169000000000004,UV Purifier,2,1,1
2275,7.8,491,9.3,3867,308,Moderate,Tank Water,33,2310.5,Low Risk,27.8305,RO + UV Purifier,0,3,1
2189,8.6,907,14.5,8595,508,Rare,Borewell,44,3371.9,High Risk,16.2125,RO + UV Purifier,1,0,0
1479,7.5,648,11.9,5641,140,Rare,Borewell,35,2353.25,Low Risk,25.369500000000002,RO + UV Purifier,1,0,1
140,5.5,139,10.1,4451,460,Regular,Borewell,37,1204.1999999999998,Low Risk,34.2875,UV Purifier,2,0,1
2181,5.5,798,4.3,5584,571,Rare,Borewell,35,2459.2,Low Risk,27.309000000000005,RO + UV Purifier,1,0,1
1800,6.9,439,9.5,2073,1168,Rare,Tank Water,18,1788.5,Low Risk,32.0345,RO + UV Purifier,1,3,1
1501,9.2,631,5.3,3134,1143,Regular,Municipal,20,1716.55,Low Risk,33.092,RO + UV Purifier,2,1,1
687,6.4,93,18.3,3268,1265,Moderate,River,32,1607.55,Low Risk,29.685000000000002,UF + UV Purifier,0,2,1
1722,8.0,761,7.0,5802,389,Regular,River,37,2353.75,Low Risk,26.887000000000004,RO + UV Purifier,2,2,1
441,6.4,713,19.1,6750,401,Regular,River,27,2317.85,Low Risk,22.240000000000002,UF + UV Purifier,2,2,1
2174,6.8,647,10.9,1711,1268,Regular,River,38,2070.8,Low Risk,29.7835,RO + UV Purifier,2,2,1
745,8.9,68,12.8,9467,1068,Moderate,Borewell,22,2335.15,Low Risk,23.612500000000004,UF + UV Purifier,0,0,1
830,8.4,150,11.1,6455,984,Moderate,Tank Water,32,1894.75,Low Risk,28.5675,UF + UV Purifier,0,3,1
267,5.9,963,3.0,1660,288,Moderate,Tank Water,40,935.85,Low Risk,39.057,UV Purifier,0,3,1
709,7.2,656,7.8,6477,807,Moderate,River,31,1933.25,Low Risk,28.853499999999997,UF + UV Purifier,0,2,1
2415,5.6,815,2.4,7541,149,Regular,River,32,2801.3999999999996,Medium Risk,24.743500000000004,RO + UV Purifier,2,2,2
1872,7.4,406,12.6,2883,1005,Rare,Municipal,27,2055.15,Low Risk,28.875499999999995,RO + UV Purifier,1,1,1
2140,8.1,591,9.2,6376,942,Regular,Municipal,41,2660.35,Medium Risk,24.131999999999998,RO + UV Purifier,2,1,2
554,6.0,810,15.7,4040,1181,Moderate,Municipal,26,1875.5,Low Risk,27.617999999999995,UF + UV Purifier,0,1,1
1808,6.7,987,4.8,5135,752,Rare,Borewell,29,2310.4,Low Risk,28.045499999999997,RO + UV Purifier,1,0,1
801,7.1,82,3.7,1595,552,Regular,Tank Water,24,824.65,Low Risk,40.6565,UF + UV Purifier,2,3,1
1699,9.2,278,8.4,6401,354,Rare,Borewell,22,2270.75,Low Risk,27.149499999999996,RO + UV Purifier,1,0,1
229,9.5,573,18.6,8715,1373,Moderate,Borewell,42,2423.6,Low Risk,20.788500000000006,UV Purifier,0,0,1
1945,5.7,679,14.4,1579,1103,Rare,Tank Water,41,2090.9,Low Risk,28.440499999999997,RO + UV Purifier,1,3,1
1486,8.5,911,8.7,8870,98,Rare,Municipal,27,2831.45,Medium Risk,21.373000000000005,RO + UV Purifier,1,1,2
792,7.0,204,10.6,3347,420,Moderate,Tank Water,42,1413.85,Low Risk,33.4275,UF + UV Purifier,0,3,1
1494,7.1,472,2.1,2460,412,Rare,River,43,1412.4,Low Risk,36.68000000000001,RO + UV Purifier,1,2,1
893,8.5,954,19.7,1973,45,Regular,Municipal,25,1959.75,Low Risk,26.725499999999997,UF + UV Purifier,2,1,1
128,9.2,295,13.5,5388,1492,Rare,Tank Water,39,1544.9499999999998,Low Risk,30.253999999999998,UV Purifier,1,3,1
248,9.3,454,6.1,5479,875,Regular,Borewell,37,1394.15,Low Risk,33.5615,UV Purifier,2,0,1
1419,7.8,893,11.9,1712,898,Rare,Tank Water,42,1844.1499999999999,Low Risk,30.462999999999997,RO + UV Purifier,1,3,1
2158,6.9,808,2.6,6197,597,Rare,Municipal,33,2476.1499999999996,Low Risk,27.438499999999994,RO + UV Purifier,1,1,1
1236,8.7,590,19.3,9501,161,Moderate,River,29,3080.6499999999996,Medium Risk,16.100500000000004,RO + UV Purifier,0,2,2
286,6.5,210,3.9,919,1301,Moderate,Borewell,26,531.35,Low Risk,42.5835,UV Purifier,0,0,1
1350,7.8,796,13.1,4159,302,Regular,River,27,2181.05,Low Risk,26.667500000000004,RO + UV Purifier,2,2,1
1433,6.9,751,5.3,5783,1402,Moderate,River,33,2133.9,Low Risk,28.8425,RO + UV Purifier,0,2,1
197,8.1,166,14.5,9970,513,Moderate,Borewell,27,2248.7,Low Risk,23.090000000000003,UV Purifier,0,0,1
154,6.5,320,15.6,1840,579,Moderate,Tank Water,26,1121.0,Low Risk,34.138,UV Purifier,0,3,1
857,6.3,819,13.6,5637,386,Moderate,Tank Water,43,2186.6,Low Risk,25.537499999999994,UF + UV Purifier,0,3,1
505,9.2,741,12.5,5689,1371,Moderate,River,20,1939.3000000000002,Low Risk,27.4875,UF + UV Purifier,0,2,1
2216,5.9,536,17.9,1861,1101,Regular,Tank Water,44,2344.35,Low Risk,25.6765,RO + UV Purifier,2,3,1
1412,7.5,934,2.0,1091,1063,Regular,Municipal,36,1369.95,Low Risk,37.191500000000005,RO + UV Purifier,2,1,1
1885,6.4,221,7.0,1026,262,Moderate,River,28,1475.8500000000001,Low Risk,35.721999999999994,RO + UV Purifier,0,2,1
850,5.7,999,5.3,8355,65,Moderate,River,23,2339.8,Low Risk,25.741500000000002,UF + UV Purifier,0,2,1
1862,5.6,323,19.8,1792,442,Regular,River,23,2137.15,Low Risk,26.554,RO + UV Purifier,2,2,1
464,6.2,308,8.1,2154,1057,Rare,Municipal,32,1017.7,Low Risk,37.285,UF + UV Purifier,1,1,1
2126,9.0,184,14.8,687,73,Regular,River,32,1840.85,Low Risk,30.9755,RO + UV Purifier,2,2,1
581,6.6,732,13.9,3258,597,Rare,Tank Water,30,1664.6000000000001,Low Risk,30.102000000000004,UF + UV Purifier,1,3,1
2348,9.3,771,4.6,9220,1308,Moderate,Tank Water,39,3087.95,Medium Risk,21.282000000000004,RO + UV Purifier,0,3,2
253,7.8,797,5.2,9125,769,Moderate,Tank Water,22,2061.9,Low Risk,27.2455,UV Purifier,0,3,1
1624,7.2,471,6.0,6931,143,Regular,Tank Water,31,2303.6,Low Risk,27.2475,RO + UV Purifier,2,3,1
2220,7.8,470,8.5,6537,426,Moderate,River,38,2642.05,Medium Risk,24.554499999999997,RO + UV Purifier,0,2,2
2443,7.6,235,5.1,8994,1227,Rare,Municipal,19,2880.35,Medium Risk,23.18,RO + UV Purifier,1,1,2
1140,8.5,978,0.9,4682,1308,Rare,Borewell,40,1748.3999999999999,Low Risk,33.105,UF + UV Purifier,1,0,1
1764,6.6,413,17.6,7473,495,Regular,Tank Water,29,2892.8,Medium Risk,19.286499999999997,RO + UV Purifier,2,3,2
1340,6.9,656,19.3,937,1330,Rare,Borewell,37,1877.75,Low Risk,28.370499999999996,RO + UV Purifier,1,0,1
160,9.1,427,7.2,1332,876,Regular,Borewell,31,759.9499999999999,Low Risk,39.49400000000001,UV Purifier,2,0,1
1038,9.3,572,7.1,9488,531,Regular,River,36,2483.6000000000004,Low Risk,24.106,UF + UV Purifier,2,2,1
1739,9.1,629,0.6,9251,470,Rare,Tank Water,41,2564.2,Medium Risk,26.030500000000004,RO + UV Purifier,1,3,2
2189,7.2,940,13.8,9453,98,Rare,Tank Water,37,3487.45,High Risk,15.2135,RO + UV Purifier,1,3,0
124,8.6,771,16.6,6294,355,Rare,Tank Water,32,2017.05,Low Risk,25.142999999999994,UV Purifier,1,3,1
1162,7.4,245,3.4,4074,96,Rare,Borewell,44,1438.35,Low Risk,35.38300000000001,UF + UV Purifier,1,0,1
230,7.5,930,3.6,4285,333,Rare,Tank Water,37,1320.25,Low Risk,35.002500000000005,UV Purifier,1,3,1
1352,6.3,147,15.9,5720,1001,Rare,Tank Water,41,2236.15,Low Risk,25.236000000000004,RO + UV Purifier,1,3,1
207,7.9,654,12.5,8250,513,Rare,Municipal,34,2135.3,Low Risk,24.887999999999998,UV Purifier,1,1,1
271,6.2,71,1.4,7318,958,Moderate,River,42,1321.15,Low Risk,35.086,UV Purifier,0,2,1
1558,6.8,499,12.6,1184,1470,Regular,Tank Water,31,1685.1499999999999,Low Risk,31.993999999999996,RO + UV Purifier,2,3,1
201,8.9,221,6.5,4733,1212,Regular,Tank Water,40,1169.8999999999999,Low Risk,35.5135,UV Purifier,2,3,1
2422,6.3,432,7.7,1077,178,Rare,River,35,1874.95,Low Risk,32.770500000000006,RO + UV Purifier,1,2,1
1736,5.8,183,15.5,8507,1080,Regular,River,44,2846.3999999999996,Medium Risk,19.999500000000005,RO + UV Purifier,2,2,2
1140,5.8,475,16.3,727,1016,Rare,Borewell,39,1544.8,Low Risk,31.8095,UF + UV Purifier,1,0,1
429,9.3,74,8.3,2828,613,Moderate,Borewell,41,1004.0,Low Risk,37.195,UF + UV Purifier,0,0,1
1620,7.5,552,19.0,3231,277,Regular,Borewell,44,2303.05,Low Risk,24.685500000000005,RO + UV Purifier,2,0,1
111,7.1,234,8.4,9519,1154,Regular,River,22,1924.6499999999999,Low Risk,27.4125,UV Purifier,2,2,1
1441,8.7,134,15.6,930,731,Moderate,Municipal,39,1544.3,Low Risk,32.385999999999996,RO + UV Purifier,0,1,1
315,8.8,616,9.9,9755,125,Moderate,Tank Water,29,2293.95,Low Risk,24.018500000000003,UF + UV Purifier,0,3,1
438,6.8,812,18.0,2209,1437,Moderate,River,27,1635.75,Low Risk,29.324500000000004,UF + UV Purifier,0,2,1
1899,8.3,193,18.2,6282,311,Regular,Municipal,25,2706.6499999999996,Medium Risk,21.187999999999995,RO + UV Purifier,2,1,2
1850,8.6,912,2.2,1734,351,Regular,River,23,1683.5,Low Risk,34.881,RO + UV Purifier,2,2,1
1608,8.1,959,18.8,8993,1449,Moderate,Municipal,42,3336.5,High Risk,14.570500000000003,RO + UV Purifier,0,1,0
809,6.1,728,16.6,5705,1331,Moderate,River,32,2251.85,Low Risk,24.1435,UF + UV Purifier,0,2,1
1323,9.0,461,15.9,1920,558,Moderate,River,29,1792.95,Low Risk,29.767,RO + UV Purifier,0,2,1
1212,7.7,273,4.4,1268,292,Moderate,Municipal,42,1095.05,Low Risk,38.73,RO + UV Purifier,0,1,1
1391,6.6,269,16.2,6534,609,Moderate,Municipal,42,2444.6499999999996,Low Risk,23.229999999999997,RO + UV Purifier,0,1,1
588,7.2,228,17.1,9135,1346,Rare,Municipal,23,2450.85,Low Risk,21.3615,UF + UV Purifier,1,1,1
1661,5.7,680,6.1,3604,323,Moderate,Municipal,29,1921.1,Low Risk,31.231,RO + UV Purifier,0,1,1
146,6.0,482,19.1,4855,424,Rare,Municipal,32,1782.15,Low Risk,26.8915,UV Purifier,1,1,1
877,8.6,314,1.5,3805,542,Regular,Municipal,29,1210.55,Low Risk,37.5055,UF + UV Purifier,2,1,1
1139,5.5,478,3.4,2038,950,Regular,Municipal,26,1226.3,Low Risk,37.574,UF + UV Purifier,2,1,1
810,7.2,711,11.0,1831,839,Rare,Municipal,36,1439.6,Low Risk,33.3795,UF + UV Purifier,1,1,1
500,7.6,465,11.7,8668,1233,Moderate,River,38,2227.45,Low Risk,24.618000000000002,UF + UV Purifier,0,2,1
1917,5.7,502,13.1,7439,949,Regular,Municipal,19,2824.25,Medium Risk,21.2225,RO + UV Purifier,2,1,2
349,9.4,776,0.8,8761,722,Moderate,Municipal,30,1869.85,Low Risk,30.227500000000006,UF + UV Purifier,0,1,1
490,6.4,246,19.2,6058,264,Moderate,River,30,2032.4,Low Risk,24.938999999999997,UF + UV Purifier,0,2,1
434,6.7,603,1.4,6444,981,Rare,River,25,1510.9499999999998,Low Risk,33.78,UF + UV Purifier,1,2,1
728,6.7,102,3.3,7626,1390,Regular,Borewell,44,1685.7999999999997,Low Risk,31.989000000000004,UF + UV Purifier,2,0,1
236,6.4,529,0.8,980,1061,Regular,Borewell,30,535.05,Low Risk,43.226000000000006,UV Purifier,2,0,1
1621,5.5,492,11.6,5763,1496,Rare,Municipal,21,2360.35,Low Risk,25.564499999999995,RO + UV Purifier,1,1,1
926,8.4,379,18.7,4594,568,Moderate,Municipal,23,2070.65,Low Risk,25.595000000000006,UF + UV Purifier,0,1,1
826,9.4,300,13.5,6667,849,Moderate,Borewell,23,2088.05,Low Risk,26.221499999999992,UF + UV Purifier,0,0,1
1600,6.4,856,16.5,3293,1144,Regular,Borewell,38,2339.15,Low Risk,24.936500000000006,RO + UV Purifier,2,0,1
1089,8.2,939,0.8,3392,301,Rare,Tank Water,29,1507.85,Low Risk,35.409,UF + UV Purifier,1,3,1
1034,8.5,832,11.1,1698,1058,Rare,Tank Water,29,1590.1000000000001,Low Risk,32.36300000000001,UF + UV Purifier,1,3,1
501,8.9,974,9.5,8511,1272,Moderate,Municipal,34,2345.45,Low Risk,24.134499999999996,UF + UV Purifier,0,1,1
1566,7.2,172,10.2,2872,1171,Moderate,Tank Water,44,1699.2,Low Risk,32.186,RO + UV Purifier,0,3,1
714,6.7,928,1.9,2392,622,Rare,Borewell,24,1209.4,Low Risk,37.41799999999999,UF + UV Purifier,1,0,1
1396,6.8,436,13.8,6290,1005,Regular,Municipal,43,2389.7,Low Risk,24.352999999999994,RO + UV Purifier,2,1,1
1282,8.4,388,10.3,2383,144,Moderate,River,32,1585.05,Low Risk,32.8475,RO + UV Purifier,0,2,1
2335,8.8,827,15.4,5967,292,Rare,River,41,3050.7,Medium Risk,19.496499999999997,RO + UV Purifier,1,2,2
1221,6.2,397,10.0,1297,1359,Rare,Borewell,34,1383.7,Low Risk,34.8035,RO + UV Purifier,1,0,1
230,7.0,78,3.4,8709,1475,Rare,Tank Water,27,1592.4499999999998,Low Risk,31.894500000000008,UV Purifier,1,3,1
1294,9.1,84,13.1,8735,236,Regular,River,40,2519.05,Medium Risk,22.819500000000005,RO + UV Purifier,2,2,2
282,8.7,567,3.9,654,332,Moderate,Tank Water,37,650.25,Low Risk,41.565000000000005,UV Purifier,0,3,1
463,9.4,445,17.5,5462,141,Moderate,River,23,1951.05,Low Risk,26.137999999999998,UF + UV Purifier,0,2,1
138,8.5,672,12.5,4580,1470,Moderate,Tank Water,26,1558.4,Low Risk,30.527999999999995,UV Purifier,0,3,1
1472,7.1,343,3.6,8550,1338,Regular,River,32,2316.85,Low Risk,27.227000000000004,RO + UV Purifier,2,2,1
1020,7.9,638,19.3,6447,214,Moderate,River,33,2536.1499999999996,Medium Risk,21.1375,UF + UV Purifier,0,2,2
115,8.1,398,10.6,4820,930,Moderate,Municipal,38,1383.6,Low Risk,32.473,UV Purifier,0,1,1
592,5.8,196,1.9,2392,250,Moderate,Municipal,25,819.0,Low Risk,40.711999999999996,UF + UV Purifier,0,1,1
1549,7.7,116,12.7,9589,1497,Moderate,Borewell,33,2773.05,Medium Risk,20.885500000000008,RO + UV Purifier,0,0,2
1231,8.3,953,5.4,3924,1170,Regular,River,22,1848.9499999999998,Low Risk,31.369000000000003,RO + UV Purifier,2,2,1
410,6.2,569,16.2,9950,1123,Rare,Tank Water,35,2601.55,Medium Risk,19.849,UF + UV Purifier,1,3,2
838,8.6,171,16.4,2515,927,Rare,River,37,1529.2,Low Risk,31.189500000000002,UF + UV Purifier,1,2,1
645,7.8,389,19.6,7173,1123,Moderate,Tank Water,31,2357.5,Low Risk,21.9895,UF + UV Purifier,0,3,1
350,9.3,224,10.3,6532,651,Moderate,Tank Water,19,1667.6,Low Risk,30.076,UF + UV Purifier,0,3,1
858,5.7,949,9.4,5333,456,Moderate,River,40,2032.0,Low Risk,27.9905,UF + UV Purifier,0,2,1
1904,6.6,740,15.2,9565,673,Regular,Tank Water,40,3327.75,High Risk,15.860499999999998,RO + UV Purifier,2,3,0
1397,7.9,646,3.1,1065,597,Moderate,Borewell,20,1272.95,Low Risk,37.7675,RO + UV Purifier,0,0,1
1731,6.7,500,11.2,7912,472,Regular,Municipal,31,2725.3,Medium Risk,22.219,RO + UV Purifier,2,1,2
2014,8.4,606,11.2,2518,630,Moderate,Tank Water,24,2105.4,Low Risk,29.037,RO + UV Purifier,0,3,1
913,8.5,185,2.2,2814,1190,Moderate,River,32,1049.85,Low Risk,38.980000000000004,UF + UV Purifier,0,2,1
128,5.9,904,8.7,4912,533,Rare,Municipal,34,1555.6,Low Risk,31.412,UV Purifier,1,1,1
1057,7.6,65,17.1,4383,160,Moderate,Borewell,18,1899.1999999999998,Low Risk,27.734500000000004,UF + UV Purifier,0,0,1
2132,7.5,382,17.2,8716,247,Regular,Tank Water,26,3233.3,High Risk,16.682000000000002,RO + UV Purifier,2,3,0
576,7.0,244,2.4,7239,717,Rare,Tank Water,39,1579.6499999999999,Low Risk,32.9975,UF + UV Purifier,1,3,1
417,9.2,545,2.3,9829,200,Regular,Municipal,31,2020.1,Low Risk,28.4455,UF + UV Purifier,2,1,1
344,8.8,58,5.6,8402,641,Rare,Tank Water,33,1682.4,Low Risk,30.773000000000003,UF + UV Purifier,1,3,1
847,8.3,877,17.6,1689,1021,Regular,River,38,1775.5,Low Risk,28.857499999999998,UF + UV Purifier,2,2,1
796,8.4,383,3.0,7656,1182,Rare,Municipal,30,1838.75,Low Risk,30.796,UF + UV Purifier,1,1,1
371,7.3,382,14.5,7842,86,Regular,Municipal,23,2113.7,Low Risk,24.896000000000008,UF + UV Purifier,2,1,1
1871,9.2,376,2.5,7384,1234,Regular,Tank Water,39,2312.3,Low Risk,28.307000000000002,RO + UV Purifier,2,3,1
1362,8.3,64,12.7,3657,275,Moderate,Borewell,18,1766.35,Low Risk,30.552500000000002,RO + UV Purifier,0,0,1
365,8.4,888,7.4,6020,173,Rare,Borewell,38,1781.1,Low Risk,29.883000000000003,UF + UV Purifier,1,0,1
1020,8.9,663,15.9,2241,1104,Rare,Borewell,42,1780.5,Low Risk,29.386499999999998,UF + UV Purifier,1,0,1
439,6.6,275,5.1,4188,397,Moderate,Borewell,21,1175.4499999999998,Low Risk,36.241,UF + UV Purifier,0,0,1
488,8.7,474,13.0,7985,247,Regular,Municipal,20,2175.05,Low Risk,24.862500000000004,UF + UV Purifier,2,1,1
2150,6.3,839,5.1,5869,645,Regular,Municipal,34,2536.9,Medium Risk,26.330499999999994,RO + UV Purifier,2,1,2
